instance_id,click
516103589552752136,0.00144
8452905789467905699,0.05094
9178686108079746729,0.34223
7897466100684275154,0.27224
7763575216514757377,0.24009
3038858723920399249,0.27598
6072414302180129218,0.24785
3296823924206045435,0.33038
7656736204429915684,0.02749
820080230666584976,0.24258
2459863078798445647,0.25985
846832323532135778,0.19178
3364436286774281281,0.33903
2684469567987480779,0.19712
7758848272770422233,0.00299
5359485702366492877,0.04124
7167659992949736810,0.01590
8606003064403113339,0.27815
8942021266221131561,0.30142
2213556703102815603,0.43199
3841674545945881173,0.41452
7133416460015354155,0.02228
1652490202551833453,0.33905
1947478567542742292,0.03386
8470730607138796495,0.28110
6963486761767027306,0.02792
1931011794707046040,0.51891
6678687082992596668,0.30825
3840438546351086849,0.01804
6136131022572017403,0.03383
2934325985377721850,0.26784
3362480720572644915,0.33730
4794020701257880700,0.16104
5189007199500911177,0.19746
5744817063364751441,0.43488
159548518873832878,0.34734
7782147146679820404,0.08195
4017435346689921904,0.07080
6420141678352007757,0.29700
516708155573106987,0.30201
8042086616437564464,0.27036
8351080929244488465,0.02299
531455135442761457,0.23069
7876027058626397891,0.20116
2034840870322359224,0.20149
3975961303152487018,0.25158
1528502821795602244,0.05490
883270898145129609,0.13458
9066317439556482604,0.31831
2586874684392463446,0.27539
5095224944904496332,0.32179
8299067832568357193,0.02093
8745438360712321469,0.00148
1666208469460748541,0.28126
10841685487973195,0.26685
6928497786370100429,0.33103
1104406206943513478,0.32002
5874331101593050239,0.01743
759983517357193418,0.49033
1829938647835671122,0.37878
8925650472025818938,0.00771
4681444820049490698,0.22593
3295618105554779657,0.00053
7329412482132320012,0.38387
5034483123653292614,0.16185
7534152449301053609,0.30335
2746589760592038013,0.26347
5860827262702000886,0.20669
4429470826083678249,0.30797
5711240371899304175,0.05424
6639084279451585526,0.04939
4891014729365709895,0.37339
735846203826722228,0.24902
50296781508628443,0.30517
428964597030330970,0.40000
7736867544807046804,0.07772
4493529464616351502,0.28954
1364096167060589502,0.23254
4606816150897566089,0.30717
7620133519103263247,0.25576
1228631775731085467,0.32546
7482519160117703764,0.02252
2459601695952854169,0.36395
2213386216504200517,0.30096
8958569509216154473,0.53726
1524044221223918510,0.07244
6115628559018652074,0.21768
4323258914500275401,0.43337
8758987371329499543,0.26472
9214863137332879448,0.06926
5694038800132773544,0.21970
4566087171775041556,0.16027
6024042645308887894,0.22279
6046736016189546549,0.16157
533393184755060826,0.24910
3367551797933128605,0.20602
5899832587151691332,0.09092
3444144824841465134,0.29978
3196367750093565894,0.26865
2768839476936811949,0.51727
4290931037332041174,0.00110
5294596141779144783,0.47736
4049334654392492240,0.17049
3705661680524645717,0.29191
3035319884286943700,0.01519
1581562442571926890,0.69527
7468627005621893659,0.32482
4817800205792016670,0.01960
6435694895393538308,0.01167
5200671997416266925,0.33957
4283543366628633146,0.21087
135831882541527425,0.35370
6936126166987564161,0.52945
8647356627287099481,0.31578
3465331496033727787,0.35241
5100770371531724819,0.19713
2866078300908153732,0.56495
8921122227812788811,0.57328
7089356018325109877,0.24771
8382181954764960486,0.24828
862279550699716508,0.32955
3313187351938331311,0.25582
656950662101038268,0.09542
7676896185478254976,0.23263
3757050606299986408,0.40627
3961584844744222755,0.43674
4160488022834123414,0.29739
8516071513988644134,0.26329
4582945136130081522,0.23415
1354318442735992631,0.21244
2284316826826814122,0.05743
3050550169856101510,0.02065
6205063818419888987,0.00856
8452600152820776247,0.20052
3260531963874228687,0.44924
7865309738179661025,0.26756
2329610784808357705,0.03301
6230953206840906282,0.29594
6444556133658413818,0.01827
6415680875538816006,0.39606
1184540088324198248,0.02889
7214265797738476848,0.00935
4966309711422846299,0.26548
7567907133782890447,0.22506
2282011044221451375,0.26311
7749747305824548491,0.26934
7159060423052925723,0.02341
6259235664248898756,0.35785
2220820756593492560,0.20446
466338967871003986,0.31654
946046969963808304,0.28860
7336623460982271794,0.00401
2157247819288858610,0.40498
6407491139838238922,0.04163
7577666381423287881,0.31148
5407707140221036563,0.01339
5450248160915128914,0.24549
7823988842865665788,0.05556
2203886783022788666,0.32845
2603207145557288776,0.00387
5156725724120030055,0.28523
6055635004908960658,0.48726
3607353715207700050,0.56341
5536341973990540126,0.28872
3076303744428913081,0.65565
6158082180949017393,0.25545
1401683679958008722,0.37090
1410128926961520151,0.32182
732283861726709039,0.41600
4764281709510248668,0.27019
3426965666527733024,0.47959
5145326008692636542,0.01769
6351504112331332924,0.32884
4896205191319636181,0.27908
6793447991803506780,0.25848
1219934463253313267,0.42593
2523422015927312269,0.37779
2713529126654406812,0.19959
6485412163427948339,0.01998
1726226642838171687,0.05067
2366562108056008235,0.44668
3269383356166790552,0.31674
4885623593427634255,0.39306
9132575271699217162,0.00026
2218612879237721494,0.02095
8509022327957714144,0.41711
8139176509233917824,0.01590
3224193234033501481,0.21317
7048329212107385011,0.18561
2622980827929501494,0.71356
5501268902076770486,0.25807
3651089176350610202,0.27241
2395737090219042524,0.01649
6583629423778141268,0.29083
6289101914389617920,0.22278
2782141908675048844,0.17558
6257712592042787088,0.29325
8739106463991319895,0.21143
2421256547583380014,0.41227
6731279289092349225,0.21648
6251144532045903193,0.72526
6476432438954223773,0.03736
5862204139333052209,0.70108
7970788964214664967,0.00748
1736885225261286723,0.07184
3379671100499644099,0.02305
779446979107773942,0.05944
1591810154561273260,0.25575
8290415541916377115,0.02125
5304823618306583101,0.30341
8306275240664521125,0.48163
1286279962843463717,0.26588
1605306422444329572,0.41861
5290168921566221949,0.27938
8263621387447787761,0.10652
7454611575587053556,0.43157
8221580067874880164,0.28701
5774724898812804336,0.23887
6626390514160537951,0.22015
2712475130616069022,0.00649
2065207260018764484,0.27866
6821702029327286272,0.25506
3800164269642148,0.24404
4962892510874695623,0.09109
3880696378265391201,0.11732
5850934271126621699,0.29474
2574577046297336211,0.37999
1791283355979769692,0.01024
3747891937200774187,0.26049
3236973523785655839,0.03501
495001534367721744,0.23934
6807465901560352309,0.17581
3310116322371655363,0.01213
6008142162765963380,0.32187
8253721983036549190,0.39523
2986921603119974051,0.36315
3004549032241319019,0.35958
246554952207552754,0.31767
7093270263583113348,0.03180
194611803976933596,0.09063
6054393552496339074,0.25648
3514744534259683746,0.47903
3656959056518836147,0.38462
4282160956635321934,0.28425
1914295645473450997,0.20157
5864613750701440207,0.44944
5468038262323924866,0.37566
8774121342342694041,0.09539
6754109417789476008,0.00045
6611048108563303192,0.07770
6637516352017645548,0.02834
8700721964852615485,0.04557
1446693539969639099,0.02555
5398584522352157322,0.04274
8848287483867297721,0.02147
6044141159639536931,0.30625
8850516721948040761,0.21694
1101113514421874395,0.28337
6830921137710141285,0.02185
4513182215959053610,0.26810
8833298928148317811,0.41079
2932212015796933535,0.23227
4038383207053890324,0.32756
6111534265282358635,0.24860
5717035234613701553,0.35829
319145957873074460,0.16962
4586941248159241252,0.24517
2383853067376102090,0.07164
4059214427637401825,0.01874
6438465629911908712,0.25408
2283845541469365520,0.10288
1735360351679188530,0.57493
6006662418279443064,0.21855
4882878605459824302,0.04306
2134443194335891703,0.29085
1628929108357619893,0.33713
2099141256076347379,0.08177
4539453708010444544,0.22397
8364640719774806201,0.39325
5869735810171218872,0.06356
916893832579927703,0.29804
4637176138186131614,0.36459
8851271498349004112,0.00023
2719372458041577630,0.30661
56835166689657595,0.25500
7234628703455688147,0.06326
2763636975153975042,0.31218
2220791443213552391,0.03356
9198487950508279654,0.19858
6678437620287834995,0.10597
8173185926551210788,0.39451
7179817027096656127,0.04653
5647314980888710680,0.21826
6847070163959155716,0.18025
5679576778615774456,0.05753
3679350032399769249,0.24458
5088404562936800401,0.37544
2971616523528048253,0.28419
3958849262815580525,0.36550
5574271503625983471,0.00088
1597144844975162688,0.29155
7811486014091840245,0.26302
2189510230613390076,0.01932
2169717322190954762,0.29352
890391625804831949,0.17715
4389056431420664339,0.01303
4104543362464304031,0.35443
5295973120512034632,0.05753
397015501114059641,0.05918
683855579381899277,0.26998
8447457308831731095,0.25962
675529379766574092,0.31989
7794215676453954240,0.06298
7272781029503557588,0.02578
2463081263678162841,0.38148
1360144140744301162,0.22856
6365536354699439370,0.07240
8631976108090079458,0.04473
1846003176495694170,0.27679
3941081073947012065,0.01464
5388225067470882405,0.06531
4284894664876218080,0.00018
5399968360131753452,0.22983
8471534124556661886,0.25362
7117625972653677492,0.50730
8722477381037571880,0.14028
4454743172286831111,0.17743
7115296050453181317,0.30557
456404344521931607,0.22678
7948724519511203500,0.00030
4205349739154450957,0.33139
4012460122961356616,0.25597
8413320591434081864,0.28468
1642935125859869761,0.01732
1624959058514405864,0.39488
7506969473663363385,0.26264
1074807987157098334,0.30777
3644614209105512670,0.16393
6448894713346862417,0.03179
7926993733761918235,0.06945
6732182021543563036,0.13642
8393990171860229819,0.04142
3501845108050812310,0.19695
4920985538646886738,0.26001
5731159049224956227,0.24738
3476493289722193668,0.31392
6124793234482855114,0.34131
2355685455622435827,0.28942
1708305768335449343,0.00010
6795795043903309204,0.23392
4798134268937927785,0.24098
6952526015686561450,0.28977
3851236916687260866,0.24948
1873000866727846949,0.00020
229061971435442731,0.28139
2950407630002276780,0.39317
8295994148601138982,0.46142
617972038056477560,0.02508
143512032590084380,0.36312
2645804911707317319,0.57904
5064793976708796058,0.35271
6655065606895457359,0.02782
7559650261403735802,0.18160
2802194147724455224,0.24653
7760478732386684869,0.59192
62520525575477899,0.06560
3888665854402066589,0.30387
1507367047339879074,0.26958
5785490244237878797,0.05946
5097753696933475161,0.27661
8642945828437062279,0.21234
5250536307762728155,0.28029
5596907603283907631,0.01786
2896153381934389953,0.01069
703028405325165819,0.02140
6841743977801152576,0.36138
8719423011334179717,0.06014
8477155767292534222,0.21181
8242393865117632343,0.10671
2845494985004222325,0.15114
1251124566132896675,0.23532
6328418444032217409,0.26018
1237044815114020639,0.25017
6636031466114368334,0.31507
6540954282804270630,0.03674
6037599296051217801,0.26330
3706418827999533944,0.33047
6451528850015734455,0.24060
9078521265949881071,0.27443
4114837111762433332,0.20299
1253209051929567410,0.22097
5468841766320684676,0.58491
8884599878505501496,0.21298
2990593842938559240,0.03483
7728315192358993332,0.08139
6027357639124334612,0.30877
6146787711488321964,0.09321
908145400273982234,0.20646
2013724775088368109,0.39998
2021648825432175408,0.17231
2050427957679947201,0.04394
9072109324116440908,0.20721
5873188864519837986,0.00534
1901072980514706604,0.01500
1572095088217168816,0.59236
5914442316732158516,0.19653
8505759948692436404,0.25980
6533011528139021070,0.43952
5781891456618307903,0.02568
1349137813604137636,0.02753
1607374006924910189,0.35389
591307655999562305,0.26714
5984703286655805687,0.05422
2471431388337921233,0.01834
2276487789984719888,0.73955
557062061497712639,0.01642
7944920239683982722,0.35411
7713277535428890422,0.29843
5186472536316910927,0.35506
613600920023844890,0.11077
759194097670093975,0.00076
1063513234997665076,0.06607
8263509133359855857,0.45386
3198944549612450160,0.26811
3299387995481613481,0.03486
3432525205872728771,0.26939
5042713397503463329,0.03488
4182495206815972325,0.34194
8205971626870591705,0.25275
3630489956864389198,0.18537
4635056995680389052,0.44049
5343714159417191617,0.07448
5890761859510709864,0.25819
8279656406001865081,0.03599
8336482153642516940,0.25618
886899052745567555,0.00016
9059974621511305361,0.01555
368418493864403415,0.17471
130192240841946945,0.02150
359179078326172275,0.25318
3556338068098252765,0.23409
6574551776337768109,0.21062
6116116508839210806,0.06447
2477594069985091919,0.33671
5625654424777337440,0.28452
1968873492510503360,0.21830
5299529546302206607,0.20330
3752926460739231403,0.40679
7953413037816777472,0.00401
5096875253059105888,0.01866
7718019293744294402,0.23382
85655720803388197,0.02505
7182000516662239654,0.06446
7790306653228381784,0.31733
923494916154078663,0.02306
400267825139421217,0.00148
264278367329789967,0.27594
8823455752661237704,0.02319
3995168531807279527,0.22889
2333280046575216452,0.33203
1788115317670475001,0.33363
1874876097775018395,0.32659
747367362413013572,0.26963
5258510203396308984,0.22415
6345031763997828623,0.78414
5220657119425186950,0.34521
7166084220392630032,0.36500
1180540644412899220,0.30294
9100534810174549718,0.23393
140594152125677507,0.22379
6014069013004134076,0.04187
4496808440138728916,0.00650
6470960437702176067,0.01849
750572816433476125,0.10884
2280703545884477455,0.38488
9162618047262963097,0.22643
3679255201126861102,0.22160
6699510837619639580,0.08462
7332698031976375670,0.26961
6869021213056317460,0.25060
2900579412502193146,0.03485
1952949818952585619,0.00482
2301562866899028332,0.32305
600676818626292656,0.03806
7578686067351440912,0.33422
1089252098183698239,0.27752
9112177905795438076,0.02343
2584015055146172628,0.20879
780003779816704050,0.49688
3910624444829104335,0.28954
6604762537949248334,0.05522
6119850321429388860,0.08235
3354641989827251586,0.06642
3791430432202183289,0.29818
9095585740848876538,0.29357
7729611688054612950,0.37935
2272492433633220457,0.21811
6871704311436077445,0.01229
6417105816577660242,0.26277
4312365162263981024,0.05989
6908552302756874481,0.00951
8944121902717557921,0.22741
5994177400922613390,0.26798
1673303424593321606,0.17040
7548120036186406073,0.02624
2974519945009977382,0.11720
4400423753011893247,0.01134
632608851128764697,0.05438
3764190661622842931,0.00496
7835478668930446673,0.30321
6331202472450610146,0.09204
1737577259986982993,0.48702
299739812500377323,0.35866
8315541579495983618,0.35772
8159011722502712133,0.32165
2414287986212601308,0.03355
5659633417754605379,0.00000
8784683559092364120,0.24071
6387119848573297351,0.08405
9173954598705169405,0.29144
3328453411711190474,0.20351
6736698513409681638,0.18108
4643485880934244228,0.00892
4458873180033148354,0.68634
4593785092417243532,0.19639
3136592148010303914,0.45160
2391629432744824358,0.32676
1266395382915117465,0.14890
6846789562869312861,0.01948
2822887159168536847,0.33112
4722345944310823367,0.09491
2898482314613351665,0.54715
1241076544011056450,0.35011
7662377677109372195,0.26709
8145114345349809008,0.42327
7190157555995875719,0.32002
684587428765900621,0.02350
3448736396807232511,0.38310
1272973301576118920,0.23137
974814068777534974,0.24783
813840500786221005,0.59422
7971267994602878076,0.27082
8094189308966911508,0.30954
2588657168478948441,0.05998
8105183912741576911,0.25426
740446402818497899,0.03680
4780879386423813697,0.29133
8013769104269692710,0.33366
5695590507239775306,0.00055
1336312127299263744,0.07157
6068936893532069698,0.31903
3580163006262069253,0.40620
5456099532664802342,0.08785
4588275832772294348,0.13896
2126053326813086205,0.27046
4000336035346716222,0.21001
770140478593386166,0.25352
7055728962813077818,0.39485
3031414050789384847,0.08696
7791169963477324657,0.30143
753792759168689469,0.36375
4905141564438780735,0.29037
1463591711159506679,0.02129
981092370324507168,0.70520
4757069362588600518,0.35098
6197935624898042837,0.26758
1097279901920678064,0.06697
462681354591916766,0.27313
2178992857537799348,0.28259
444555569379716332,0.30201
6565321446959106711,0.00093
7500399095172436180,0.32084
8684579851617346604,0.29179
6121696938150427418,0.03174
4599688402733069538,0.06972
1768641908026051619,0.44128
529919871901028297,0.34237
3232492661059857896,0.34988
7117275985274212079,0.36145
6588834052059844071,0.01215
8686132997380298697,0.06249
722713879603107896,0.61606
8969910698876198474,0.27927
5533813474137859109,0.07457
8087486477994550550,0.15459
5256815883398129408,0.30434
8339749970518528931,0.22968
1831899952229862474,0.67355
3048713375360533279,0.06338
622949175313757005,0.29095
5077295189559329294,0.02173
8382914294306185485,0.48449
8275190301397204781,0.21871
7463037016622363333,0.27105
4480479792504604265,0.29886
7924637258562395391,0.30493
2349069762666713356,0.28951
6915383437841932579,0.23060
5380814131807338275,0.34972
1387559532069967858,0.50001
9105914164104125672,0.31285
5576246167882585175,0.04284
1148692863444091002,0.15855
7455007429261328131,0.26784
5425971217809865112,0.05319
4936640375362696265,0.05052
3165596654902238080,0.29586
2641238821890506582,0.07490
5170814485930732381,0.28339
3404040251329675118,0.01726
1727904613724036433,0.03536
7774293781874703724,0.58397
2908773859617921530,0.44119
8879619941171654607,0.35017
1391749855006286638,0.11256
1266064904246001311,0.19806
6821865792950794762,0.53529
3151742769849090189,0.38875
7106834350844555669,0.27619
1058858659080980663,0.05253
682192415872576412,0.36371
3624341264524997340,0.02159
5554654932992555306,0.00102
5930375816414021656,0.68906
3769122420277033627,0.24189
7723658217381546547,0.29447
1353840426484334713,0.33283
2176457933817522299,0.25980
1035749065662683384,0.74514
5287063922701194130,0.21694
6680413779691486353,0.22956
5378893823528190659,0.22714
4337017213013627110,0.31676
1819673881923434713,0.32898
4006335601634448821,0.00680
1908523684434280846,0.24360
5395643444014175713,0.17207
4298052179974197458,0.34083
5574144112091329739,0.16688
4156929499585258256,0.25119
1770515843890903266,0.29191
2168290807482728898,0.05797
3470003149798483516,0.11295
7572920118523075073,0.17042
7830717458057215368,0.00600
4629935853028201926,0.21918
4738974284992425849,0.70299
6831623742251530977,0.48055
566233122377858230,0.28265
2486130650943012929,0.22778
4889820433876591445,0.00394
4311855317921433483,0.23999
2605257940658616805,0.32472
4314418551719055898,0.50979
3617781646500136293,0.23338
4048070869312066417,0.05961
8276327881653431117,0.70978
5785451460984968685,0.45082
2753993614366513393,0.39952
3988584109390353553,0.01641
4267558054584313598,0.28567
3744249563880359002,0.27657
3001395082009670236,0.35171
3400093005830196516,0.48149
2827821583565730320,0.21216
2556961797819039084,0.31126
2889155290847659338,0.08037
5669464313412410957,0.24500
6093462720074450672,0.27240
1452827756285546091,0.00189
5640965015985976663,0.38261
5893905159967004950,0.32518
6737926475912061526,0.42734
5719081244244496362,0.00007
2135610184454746320,0.07859
890025847034110895,0.18303
9018845882770821118,0.01201
2876185010912843034,0.14057
7795986102500438788,0.42792
1884909068292716665,0.21062
6789584799372068097,0.32868
3972465283753740431,0.05547
5959830413963797955,0.26785
5995483412284267161,0.25540
4279879855925136768,0.25602
3328742597603216338,0.14392
1894104711999391428,0.30237
5831987419073558442,0.04814
806953046280547847,0.32569
2579698338907419028,0.34996
3348116587152438662,0.19580
618992735922238548,0.16361
8342141128069961888,0.72288
3185879233454789031,0.24045
8852028772774202234,0.17227
3223209658935905967,0.36892
6719865658780947393,0.30306
802912580383409916,0.26133
948952291902883547,0.26309
6583707257236050437,0.43036
3554544080406500626,0.30004
6725782027309698500,0.11356
8321150060377434496,0.22029
7229059989913979391,0.03770
3719151584338600453,0.29704
5966035288937957988,0.07460
6676874579635653746,0.06718
7929420321911789400,0.00403
7752956753889675472,0.02059
6876720777730413303,0.01702
7160334612566548903,0.29030
4243662770165569991,0.06674
3144690112493207023,0.00003
5372576421143291514,0.04177
561691585153621702,0.17304
2206712966261590124,0.18639
7488485700466565224,0.29467
5329770292547492806,0.30141
8415112619869633159,0.27815
3652408995188560899,0.07383
1883192981208426609,0.15083
5643927802018315178,0.45576
7056864865947569386,0.24778
2000424494013105811,0.24933
4216055082151543046,0.06919
6353225146040937760,0.23007
6573692464773191976,0.43457
1407083911154751052,0.00027
6591267854694315277,0.30456
634406525428887024,0.47536
7807253002468856430,0.32610
8640968134287063113,0.01199
8718521302588457750,0.00527
1448143146533286448,0.01701
7623154376617071083,0.34876
6775528645215745311,0.02374
87497781562662279,0.44829
159180232235245012,0.13847
7987812140346921860,0.27876
1846990840696347768,0.05134
5401369397752886474,0.00480
4877624926437901135,0.05621
5829023838533543093,0.23831
7222529907931281878,0.22990
2101103256051447554,0.22179
6882221915471510553,0.05892
4924222380866031261,0.33177
7409199818638751944,0.25366
233442392454843307,0.01674
7006463670262937518,0.07951
44465866856006082,0.28288
7526066547436048244,0.23268
7057136616541732202,0.38878
9116512295883054200,0.02042
6334686666259252895,0.20630
6255216066553242110,0.16865
296259984141126931,0.02160
7727100921374646689,0.07257
7255609515708595212,0.28361
8895066068162369988,0.26339
4975256093871080637,0.00481
8160401863941949451,0.16533
1789353461820647937,0.15563
3508419679345284772,0.50575
1117686399296555048,0.29249
1484268146847990300,0.02032
319145686507484909,0.23468
7190631824854295408,0.38550
4744053007326343558,0.50821
6998958407340455859,0.27424
996459512045203278,0.23826
