instance_id,click
516103589552752136,0.00189
8452905789467905699,0.03585
9178686108079746729,0.37367
7897466100684275154,0.26188
7763575216514757377,0.23630
3038858723920399249,0.28484
6072414302180129218,0.21857
3296823924206045435,0.28672
7656736204429915684,0.01453
820080230666584976,0.22609
2459863078798445647,0.25248
846832323532135778,0.16199
3364436286774281281,0.32662
2684469567987480779,0.16107
7758848272770422233,0.00155
5359485702366492877,0.02540
7167659992949736810,0.00628
8606003064403113339,0.27686
8942021266221131561,0.29431
2213556703102815603,0.42017
3841674545945881173,0.43416
7133416460015354155,0.01772
1652490202551833453,0.33013
1947478567542742292,0.02352
8470730607138796495,0.26357
6963486761767027306,0.01490
1931011794707046040,0.55210
6678687082992596668,0.26800
3840438546351086849,0.01170
6136131022572017403,0.02365
2934325985377721850,0.29636
3362480720572644915,0.34191
4794020701257880700,0.13291
5189007199500911177,0.16858
5744817063364751441,0.37514
159548518873832878,0.35483
7782147146679820404,0.06304
4017435346689921904,0.06661
6420141678352007757,0.27856
516708155573106987,0.28724
8042086616437564464,0.33396
8351080929244488465,0.01111
531455135442761457,0.18536
7876027058626397891,0.17224
2034840870322359224,0.22355
3975961303152487018,0.21896
1528502821795602244,0.03136
883270898145129609,0.15586
9066317439556482604,0.34877
2586874684392463446,0.29310
5095224944904496332,0.30373
8299067832568357193,0.01146
8745438360712321469,0.00042
1666208469460748541,0.29354
10841685487973195,0.22806
6928497786370100429,0.31326
1104406206943513478,0.31736
5874331101593050239,0.01559
759983517357193418,0.52345
1829938647835671122,0.37664
8925650472025818938,0.00362
4681444820049490698,0.20006
3295618105554779657,0.00015
7329412482132320012,0.35409
5034483123653292614,0.11392
7534152449301053609,0.29850
2746589760592038013,0.24309
5860827262702000886,0.19037
4429470826083678249,0.32879
5711240371899304175,0.02822
6639084279451585526,0.03120
4891014729365709895,0.34923
735846203826722228,0.24497
50296781508628443,0.30674
428964597030330970,0.33690
7736867544807046804,0.05507
4493529464616351502,0.27882
1364096167060589502,0.20762
4606816150897566089,0.27932
7620133519103263247,0.21496
1228631775731085467,0.32384
7482519160117703764,0.00913
2459601695952854169,0.37886
2213386216504200517,0.25218
8958569509216154473,0.51367
1524044221223918510,0.06468
6115628559018652074,0.20812
4323258914500275401,0.38421
8758987371329499543,0.25102
9214863137332879448,0.04996
5694038800132773544,0.20923
4566087171775041556,0.15422
6024042645308887894,0.21757
6046736016189546549,0.13469
533393184755060826,0.26433
3367551797933128605,0.19056
5899832587151691332,0.08850
3444144824841465134,0.30440
3196367750093565894,0.26603
2768839476936811949,0.49124
4290931037332041174,0.00041
5294596141779144783,0.40343
4049334654392492240,0.18184
3705661680524645717,0.28291
3035319884286943700,0.01452
1581562442571926890,0.65878
7468627005621893659,0.29496
4817800205792016670,0.00945
6435694895393538308,0.00746
5200671997416266925,0.34252
4283543366628633146,0.17819
135831882541527425,0.35280
6936126166987564161,0.51161
